"","Reference.Type","Record.Number","Author","Year","Title","Journal","Volume","Issue","Pages","Short.Title","Label","Editor","Book.Title","City","Publisher","Short.Title..A.new.bat..Chiroptera","Date","Number.of.Pages","Academic.Department","University","Advisor","Thesis.Type","Series.Title","Notes","Last.Update.Date","Type.of.Medium","URL","Accession.Number","Series.Editor"
"332"," Journal Article","949","E. D. Cope","1879b","Scientific news","American Naturalist","13","12","798a-798b","Scientific news","1027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333"," Journal Article","948","E. D. Cope","1880a","On the extinct cats of America","American Naturalist","14","12","833-858","On the extinct cats of America","1026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334"," Journal Article","947","J. C. Merriam","1906","Carnivora from the Tertiary formations of the John Day region","University of California Publications, Bulletin of the Department of Geology","5","1","1-64","Carnivora from the Tertiary formations of the John Day region","1025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335"," Journal Article","946","R. M. Schoch","1984","The type specimen of Tapiravus validus and ?Tapiravus rarus (Mammalia, Perissodactyla), with a review of the genus, and a new report of Miotapirus (Miotapirus marslandensis Schoch and Prins, new species) from Nebraska","Postilla","195",NA,"1-12","The type specimen of Tapiravus validus and ?Tapiravus rarus (Mammalia, Perissodactyla), with a review of the genus, and a new report of Miotapirus (Miotapirus marslandensis Schoch and Prins, new species) from Nebraska","1024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336"," Journal Article","945","E. D. Cope","1878c","On some of the characters of the Miocene fauna of Oregon","Proceedings of the American Philosophical Society","18","102","63-78","On some of the characters of the Miocene fauna of Oregon","1023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337"," Journal Article","944","E. D. Cope","1879a","Second contribution to a knowledge of the Miocene fauna of Oregon","Proceedings of the American Philosophical Society","18","104","370-376","Second contribution to a knowledge of the Miocene fauna of Oregon","1022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338"," Journal Article","943","H. F. Osborn","1921b","First appearance of the true mastodon in America","American Museum Novitates","10",NA,"1-6","First appearance of the true mastodon in America","1021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339"," Journal Article","942","G. D. Louderback","1933","Notes on the geologic section near Columbia, California, with special reference to the occurrence of fossils in the Auriferous Gravels","Contributions to Paleontology, Carnegie Institution of Washington","440","2","7-13","Notes on the geologic section near Columbia, California, with special reference to the occurrence of fossils in the Auriferous Gravels","1020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340"," Journal Article","941","J. C. Merriam and C. Stock","1933","Tertiary mammals from the Auriferous GRavels near Columbia, California","Contributions to Paleontology, Carnegie Institution of Washington","440","1","1-6","Tertiary mammals from the Auriferous GRavels near Columbia, California","1019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341"," Journal Article","940","B. J. MacFadden, C. C. Swisher, III, N. D. Opdyke and M. O. Woodburne","1990","Paleomagnetism, geochronology, and possible tectonic rotation of the middle Miocene Barstow Formation, Mojave Desert, southern California","Geological Society of America Bulletin","102","4","478-493","Paleomagnetism, geochronology, and possible tectonic rotation of the middle Miocene Barstow Formation, Mojave Desert, southern California","1018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342"," Book Section","939","E. B. Lander and R. E. Reynolds","1985","Fossil vertebrates from the Calico Mountains area, central Mojave Desert, San Bernardino County, California",NA,NA,NA,"153-156","Fossil vertebrates from the Calico Mountains area, central Mojave Desert, San Bernardino County, California","1017","R. E. c. Reynolds","Geological investigations along Interstate 15, Cajon Pass to Manix Lake, California","Redlands","San Bernardino County Museum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343"," Journal Article","938","G. E. Lewis","1964","Miocene vertebrates of the Barstow Formation in southern California","United States Geological Survey Professional Paper","475-D","125","D18-D23","Miocene vertebrates of the Barstow Formation in southern California","1016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344"," Journal Article","937","F. M. Byers, Jr.","1960","Geology of the Avlord Mountain Quadrangle, Sand Bernardino County, California","Geological Survey Bulletin","1089-A",NA,"1-71","Geology of the Avlord Mountain Quadrangle, Sand Bernardino County, California","1015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345"," Journal Article","936","P. Davidson","1923","Alticamelus alexandrae, a new camel from the Barstow upper Miocene fo the Mohave Desert","University of California Publications, Bulletin of the Department of Geological Sciences","14","12","397-408","Alticamelus alexandrae, a new camel from the Barstow upper Miocene fo the Mohave Desert","1014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346"," Journal Article","935","J. C. Merriam","1911b","A collection of mammalian remains from Tertiary beds on the Mohave Desert","University of California Publications, Bulletin of the Department of Geology","6","7","167-169","A collection of mammalian remains from Tertiary beds on the Mohave Desert","1013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347"," Book Section","934","G. E. Schultz","2002","Clarendonian and Hemphillian vertebrate faunas from the Ogallala Formation (late Miocene-early Pliocene) of the Texas panhandle and adjacent Oklahoma",NA,"10",NA,"35-71","Clarendonian and Hemphillian vertebrate faunas from the Ogallala Formation (late Miocene-early Pliocene) of the Texas panhandle and adjacent Oklahoma","1012","D. W. Burbank, N. Czaplewski and R. Lupia","Field trip guidebook; 62nd annual meeting of the Society of Vertebrate Paleontology","Norman","Oklahoma Geological Survey",NA,NA,NA,NA,NA,NA,NA,"Oklahoma Geological Survey Open-File Report",NA,NA,NA,NA,NA,NA
"348"," Journal Article","933","M. O. Woodburne","1991","The Mojave Desert province","San Bernardino County Museum Association Quarterly","38","3","60-77","The Mojave Desert province","1011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349"," Journal Article","932","J. C. Merriam","1913e","A peculiar horn or antler from the Mohave Miocene of California","University of California Publications, Bulletin of the Department of Geology","7","16","335-339","A peculiar horn or antler from the Mohave Miocene of California","1010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350"," Book Section","931","R. E. Reynolds and E. B. Lander","1985","Preliminary report on the Miocene Daggett Ridge local fauna, central Mojave Desert, San Bernardino County, California",NA,NA,NA,"105-110","Preliminary report on the Miocene Daggett Ridge local fauna, central Mojave Desert, San Bernardino County, California","1009","R. E. c. Reynolds","Geological investigations along Interstate 15, Cajon Pass to Manix Lake, California","Redlands","San Bernardino County Museum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351"," Journal Article","930","E. H. Lindsay","1991","Small mammals near the Hemingfordian/Barstovian boundary in the Barstow syncline","San Bernardino County Museum Association Quarterly","38","3","78-79","Small mammals near the Hemingfordian/Barstovian boundary in the Barstow syncline","1008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352"," Journal Article","929","R. H. Tedford and R. M. Alf","1962","A new Megahippus from the Barstow Formation San Bernardino County, California","Bulletin of the Southern California Academy of Sciences","61","2","113-122","A new Megahippus from the Barstow Formation San Bernardino County, California","1007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353"," Journal Article","928","A. F. Pajak, III and A. R. Vincelette","1991","""Merychippus"" stylodontus and ""M."" intermontanus; biostratigraphy and basic morphology of two Barstovian tridactyl horses","San Bernardino County Museum Association Quarterly","38","3","80-85","""Merychippus"" stylodontus and ""M."" intermontanus; biostratigraphy and basic morphology of two Barstovian tridactyl horses","1006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354"," Journal Article","927","C. Stock","1937","A peccary skull from the Barstow Miocene, California","Proceedings of the National Academy of Sciences of the United States of America","23","7","398-404","A peccary skull from the Barstow Miocene, California","1005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355"," Book Section","926","M. O. Woodburne and R. H. Tedford","1982","Litho- and biostratigraphy of the Barstow Formation, Mjoave Desert. California",NA,NA,NA,"65-76","Litho- and biostratigraphy of the Barstow Formation, Mjoave Desert. California","1004","J. D. Cooper","Guidebook; Geologic excursions in the California desert","Anaheim","Geological Society of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356"," Journal Article","925","M. O. Woodburne, R. H. Tedford and C. C. Swisher, III","1990","Lithostratigraphy, biostratigraphy, and geochronology of the Barstow Formation, Mojave Desert, southern California","Geological Society of America Bulletin","102","4","459-477","Lithostratigraphy, biostratigraphy, and geochronology of the Barstow Formation, Mojave Desert, southern California","1003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357"," Journal Article","924","E. H. Lindsay","1995","Copemys and the Barstovian/Hemingfordian boundary","Journal of Vertebrate Paleontology","15","2","357-365","Copemys and the Barstovian/Hemingfordian boundary","1002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358"," Journal Article","923","R. A. Stirton","1930","A new genus of Soricidae from the Barstow Miocene of California","University of California Publications, Bulletin of the Department of Geological Sciences","19","8","217-228","A new genus of Soricidae from the Barstow Miocene of California","1001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359"," Journal Article","922","E. R. Hall","1930e","Rodents and lagomorphs from the Barstow beds of southern California","University of California Publications, Bulletin of the Department of Geological Sciences","19","13","313-318","Rodents and lagomorphs from the Barstow beds of southern California","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360"," Journal Article","921","C. Stock","1928b","A tooth of Hipparion mohavense from the Puente Formation, California","Contributions to Paleontology, Carnegie Institution of Washington","393","6","51-53","A tooth of Hipparion mohavense from the Puente Formation, California","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361"," Journal Article","920","D. P. Whistler","1991","Geologic history of the El Paso Mountains region","San Bernardino County Museum Association Quarterly","38","3","108-113","Geologic history of the El Paso Mountains region","998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362"," Journal Article","919","W. F. Barbat and A. A. Weymouth","1931","Stratigraphy of the Borophagus littoralis locality, California","University of California Publications, Bulletin of the Department of Geological Sciences","21","3","25-36","Stratigraphy of the Borophagus littoralis locality, California","997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363"," Journal Article","918","E. L. Furlong","1927","The occurrence and phylogenetic status of Merycodus from the Mohave Desert Tertiary","University of California Publications, Bulletin of the Department of Geological Sciences","17","4","145-186","The occurrence and phylogenetic status of Merycodus from the Mohave Desert Tertiary","996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364"," Journal Article","917","V. L. VanderHoof","1931","Borophagus littoralis from the marine Tertiary of California","University of California Publications, Bulletin of the Department of Geological Sciences","21","2","15-24","Borophagus littoralis from the marine Tertiary of California","995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365"," Journal Article","916","J. C. Merriam","1913d","New protohippine horses from Tertiary beds on the western border of the Mohave Desert","University of California Publications, Bulletin of the Department of Geology","7","23","435-441","New protohippine horses from Tertiary beds on the western border of the Mohave Desert","994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366"," Journal Article","915","J. C. Merriam","1919","Tertiary mammalian faunas of the Mohave Desert","University of California Publications, Bulletin of the Department of Geology","11","5","437a-585","Tertiary mammalian faunas of the Mohave Desert","993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367"," Journal Article","914","C. Stock","1928a","Canid and proboscidean remains from the Ricardo deposits, Mohave Desert, California","Contributions to Paleontology, Carnegie Institution of Washington","393","5","39-47","Canid and proboscidean remains from the Ricardo deposits, Mohave Desert, California","992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368"," Journal Article","913","O. C. Marsh","1877","Notice of some new vertebrate fossils","American Journal of Science","14","81","249-256","Notice of some new vertebrate fossils","991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369"," Journal Article","912","M. C. Coombs, R. M. Hunt, Jr., E. Stepleton, L. B. Albright, III and T. J. Fremd","2001","Stratigraphy, chronology, biogeography, and taxonomy of early Miocene small chalicotheres in North America","Journal of Vertebrate Paleontology","21","3","607-620","Stratigraphy, chronology, biogeography, and taxonomy of early Miocene small chalicotheres in North America","990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370"," Journal Article","911","M. C. Coombs","2004","Moropus merriami in the early Barstovian Lower Snake Creek fauna, with comments on biogeography of North American chalicotheres","Bulletin of the American Museum of Natural History","285",NA,"191-208","Moropus merriami in the early Barstovian Lower Snake Creek fauna, with comments on biogeography of North American chalicotheres","989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371"," Journal Article","910","H. F. Osborn","1933","Serbelodon burnhami, a new shovel tusker from California","American Museum Novitates","639",NA,"1-5","Serbelodon burnhami, a new shovel tusker from California","988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372"," Journal Article","909","C. Stock and E. L. Furlong","1926","New canid and rhinocerotid remains from the Ricardo Pliocene of the Mohave Desert, California","University of California Publications, Bulletin of the Department of Geological Sciences","16","2","43-60","New canid and rhinocerotid remains from the Ricardo Pliocene of the Mohave Desert, California","987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373"," Journal Article","908","M. Green","1948","A new species of dog from the lower Pliocene of California","University of California Publications, Bulletin of the Department of Geological Sciences","28","4","81-90","A new species of dog from the lower Pliocene of California","986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374"," Journal Article","907","X. Wang, B. C. Wideman, R. Nichols and D. L. Hanneman","2004","A new species of Aelurodon (Carnivora, Canidae) from the Barstovian of Montana","Journal of Vertebrate Paleontology","24","2","445-452","A new species of Aelurodon (Carnivora, Canidae) from the Barstovian of Montana","985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375"," Journal Article","905","D. P. Whistler and D. W. Burbank","1992","Miocene biostratigraphy and biochronology of the Dove Spring Formation, Mojave Desert, California, and characterization of the Clarendonian mammal age (late Miocene) in California","Geological Society of America Bulletin","104","6","644-658","Miocene biostratigraphy and biochronology of the Dove Spring Formation, Mojave Desert, California, and characterization of the Clarendonian mammal age (late Miocene) in California","983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376"," Journal Article","904","R. H. Tedford","1961","Clarendonian Insectivora from the Ricardo Formation, Kern County, California","Bulletin of the Southern California Academy of Sciences","60","2","57-76","Clarendonian Insectivora from the Ricardo Formation, Kern County, California","982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377"," Thesis","903","D. P. Whistler","1969","Stratigraphy and small fossil vertebrates of the Ricardo Formation Kern County, California",NA,NA,NA,NA,"Stratigraphy and small fossil vertebrates of the Ricardo Formation Kern County, California","981",NA,NA,"Berkeley",NA,NA,NA,"269","Paleontology","University of California, Berkeley",NA,"Ph.D.",NA,NA,NA,NA,NA,NA,NA
"378"," Book Section","902","D. R. Prothero and N. Shubin","1989","The evolution of Oligocene horses",NA,"15",NA,"142-175","The evolution of Oligocene horses","980","D. R. Prothero and R. M. Schoch","The evolution of perissodactyls","New York","Oxford University Press",NA,NA,NA,NA,NA,NA,NA,"Oxford Monographs on Geology and Geophysics",NA,NA,NA,NA,NA,NA
"379"," Book Section","900","T. E. Spittler and M. A. Arthur","1982","The lower Miocene Diligencia Formation of the Orocopia Mts., southern California; stratigraphy, petrology, sedimentology, and structure",NA,NA,NA,"83-99","The lower Miocene Diligencia Formation of the Orocopia Mts., southern California; stratigraphy, petrology, sedimentology, and structure","979","R. V. Ingersoll and M. O. Woodburne","Cenozoic nonmarine deposits of California and Arizona","Los Angeles","The Pacific Section, Society of Economic Paleontologists and Mineralogists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
